k[h/Mpc] d^2P/dk^2(z=0.00) d^2P/dk^2(z=0.20) d^2P/dk^2(z=0.40) d^2P/dk^2(z=0.60) d^2P/dk^2(z=0.80) d^2P/dk^2(z=1.00) d^2P/dk^2(z=1.20) d^2P/dk^2(z=1.40) d^2P/dk^2(z=1.60) d^2P/dk^2(z=1.80) d^2P/dk^2(z=2.00) 
0.00018965 4170610273.955942 3096773782.913108 3174265593.57083 2578267753.649164 -19662577.62907463 3046228029.743961 876931133.3694206 931747634.2173295 -265541847.63984355 -838300235.5811952 25071822.231106598 
0.00019348 -3450408178.7036123 -2443184909.4975286 -2531047561.428405 -2752445376.1173973 207164146.99729195 -2402783316.2670946 -1275859378.73796 -593603454.0331123 -477409645.3091301 1400486418.6527998 -377089464.04252446 
0.00019739 -2034749044.6812975 -738527726.3530163 -989178499.6544067 -143666637.75088474 -1436236263.9566503 -705510533.0023464 329100831.64089596 -611971107.9091846 848835734.542624 -2253948800.4082866 -878206782.8288865 
0.00020138 4286545288.349435 2147487445.069441 2734555085.3993883 2793856549.787663 1117907105.76833 2112096114.401698 82016918.79231407 1077260420.8496847 -348790101.2309946 2338345166.958508 1639825256.153454 
0.00020544 -3631742131.083421 -2681357953.823584 -3805165711.717381 -3594074250.906069 -722670612.0150951 -1551711744.2025473 373083024.1338973 -1626976472.2126951 -983691289.2898936 -1821195765.0254023 -1552693203.1430361 
0.00020959 -3450486310.220996 -2234975842.981467 -190539967.61104152 -36904847.21575455 -1426392380.118258 -457423178.67910486 -2311500983.320776 -108287639.56794608 -108572227.06431375 799361573.9577578 25650576.49137288 
0.00021383 1101716174.785524 1400709753.0819578 -628290087.0501326 -461778415.03451717 23184602.22063851 -917199802.5284808 1400029052.8848295 211514321.85199922 660656337.5125569 -1903711699.847071 525544574.0963602 
0.00021815 3024138547.7969966 706897822.5277245 3040866388.1025248 1623589117.6446438 1004794158.5489002 1596689837.077505 178095764.36513084 966560325.7248456 -267146639.7981051 2392205254.512992 -712691639.8319649 
0.00022255 -6181218146.604454 -3431030880.6152406 -4893322237.270538 -3112329280.0717134 -1193188689.2423053 -1582903566.4584715 -1908304518.4744647 -2431783381.856486 -565438016.5458802 -2447443719.9805055 529706093.267501 
0.00022705 1425876243.6296992 422531820.9885956 1096321094.9999022 757152048.6428539 -1111226099.464074 -417789962.3358345 168879253.6238553 929865314.4995407 -869171831.5614718 1550708674.4522495 -1263747697.5366416 
0.00023164 -1467189418.4239373 -872918393.3064705 -797995953.4652967 -403277941.60271937 330969936.41878617 -267804979.1461619 803285434.1247303 125059153.16882694 579464153.0303489 -1236409365.537224 897748907.6505549 
0.00023632 2641302119.1141515 626553153.7193973 904340567.6099936 425295790.5049395 315848551.02037066 933532948.2254987 -984451523.9762217 -64554142.08346998 812885190.470552 261770463.8223303 -222166933.1890966 
0.00024109 -8062501189.982932 -1271136529.7662787 -1278935349.4225192 -1695161723.422324 -1069080132.936153 -1306246069.259121 69805004.66874282 -1236144275.9452407 -1659490705.908304 -128395124.86675957 -659782796.3838241 
0.00024596 10100790942.73856 -831958819.1984259 -977701460.4965565 529398798.51495254 -44078197.28740884 19358526.680398945 -245558968.80938974 995212624.9081334 411626457.852336 495880250.8637952 453604659.7339275 
0.00025093 -8888156390.196241 -398011076.15434664 276516995.11955786 -998859601.8380573 -79708756.3602977 -352886962.2790501 26099977.274035715 -1597297690.6277487 -188389639.8924585 -1608315287.8402438 -955133026.3183987 
0.000256 2803969530.86956 76493934.12802957 -33418505.94624699 572183201.9573406 -866900028.9684837 -86673018.35539538 -689247513.7636204 1748344017.3253694 168847075.68647155 1431387860.4477153 1187176587.5328481 
0.00026117 -1151458500.7614841 -2095479756.8655236 -2286142738.6883073 -1743095077.9665654 111882871.94885089 -691991114.2842366 -319276244.3392521 -2020976745.656859 -647929632.4116007 -1555993194.751636 -1304411652.9007986 
0.00026645 -5514348360.627221 1442554490.1753664 1480636438.5663693 1348207346.8143983 -97737375.44802846 534420253.4687478 748109134.1455927 701207721.3274423 292979748.0102793 1140038306.992283 520692956.1615232 
0.00027183 3509383750.8601007 -1367263981.2879157 -1283944759.6657019 -1881008609.7911828 -719696819.8416743 -574960329.3171248 -1222211881.7517402 256822449.72713962 -635069848.9440889 -627235730.4731727 -563391869.9207596 
0.00027732 5160665842.476639 -191702887.57636896 684304729.6659425 1572526335.755381 518399939.88097405 -337519971.9129349 1009689414.5370907 -812409885.5492759 322121856.9993399 34542583.392507225 555170078.3504013 
0.00028292 -11020720295.850752 -1848818256.203152 -2315891240.718907 -2934507064.4322133 -1720569189.3108678 -68538674.92567776 -1891301994.4177358 -20699761.36924259 -534747359.19367254 -776498475.6357257 -831054685.9697354 
0.00028864 6738015159.420986 1624024973.658122 1108728836.6344388 2058906748.9977908 918958214.7453661 -249703221.5539358 1428114062.2581224 -183705089.63790426 255531288.77515498 419837768.584815 414241663.4394278 
0.00029447 -3663829310.0002418 -2787703376.202273 -1000606103.6474172 -2053758615.523926 -425401517.2670837 -708646579.428043 -1121077074.0344155 -168391541.11197752 -352033740.4615051 -222705888.2240633 -45162589.98092113 
0.00030042 -4187813819.1539464 2394654188.1250043 -441219592.6661558 492624881.37616235 -727630578.8269093 620396558.0677047 94960310.55504337 -95102080.98696324 -257628476.98982912 -218494915.0724273 -657298231.6628313 
0.00030649 8791621400.109194 -3620343945.4894314 -394530445.4581532 -345660840.0701381 247115083.483615 -793561379.8704894 -421191393.224814 -345040802.64784145 46222225.9355894 435001515.5937039 613966745.2815295 
0.00031268 -10132409016.346159 2416663603.517034 617892979.1403545 501780549.6750759 -9957089.836820934 316504308.41829544 496971112.1151956 624197631.0478507 392008750.94612956 -554365441.0740719 -572433919.1486299 
0.00031899 5738937653.713372 -3004517525.5521607 -1854114213.1837711 -2011683689.6549098 -1468882930.0487993 -1062212987.9549963 -1066475201.4535723 -1416405796.126061 -1294161234.2802114 -343459934.8658133 -201554995.64455733 
0.00032544 -4977345460.967902 3215144087.904039 948889073.069937 1061946902.892943 1069720378.1994393 606396222.2960001 663843472.3900862 1213084795.2194343 983989751.0641414 548180391.8703712 514088565.88284624 
0.00033201 4524946211.774744 -6948799102.084569 -1649710505.9834573 -1057387786.1076 -1078007406.3384848 -442563007.39105904 -1086307197.5252986 -1309834587.7678254 -896816639.5180105 -943312239.9892142 -734151724.9644549 
0.00033872 -5776009587.761675 5270486376.946058 367792328.8120024 -4375015.629895324 221757277.35703066 -499113822.6596277 864994379.0992709 536557323.68945444 491108464.38752615 623178794.8940464 285021855.05057013 
0.00034556 4646342531.803391 -2368050268.721294 -203880479.38873956 -510685252.5399052 -428856917.9735539 137252438.41793913 -859197465.9796263 -204448944.08126187 -609206385.0979456 -406452099.97547007 -246598820.67829403 
0.00035254 -5897064486.586484 -972901625.0628898 -586538080.1936191 438533592.653059 11736664.199765723 -277658446.16979593 5222358.682840178 -396776217.5341748 26239007.04569659 -121064025.8699203 9420953.800518697 
0.00035966 1573579877.3431473 1291366008.9898882 -817469815.3417475 -1548244310.4299366 -1009709973.7825319 -428662122.7368245 -395856579.6011257 -52587638.30864803 -117130023.93340255 -176738169.44430712 -443301103.3757832 
0.00036693 1650639869.4103088 -970509394.1550385 39781466.2969094 763281832.7272956 726686988.2572097 159223680.72516972 173237635.79480955 -25053235.326103073 -14825923.709634634 80009684.1482697 363323619.09561706 
0.00037434 -1861309509.0876324 -1900763723.925042 969066419.2747495 -603448114.5117092 -895123609.6559167 -345591609.3582437 -281493127.4279416 -396258672.8981636 -370452352.49058956 8194053.433129393 -472551733.9025062 
0.0003819 -2959449397.0762525 956003822.1024795 -3099013813.6267934 -746911013.0038933 -138193896.0749402 -423744041.7320479 -313061312.91776127 -8464052.43901816 32318009.306869894 -782406914.014633 253026773.14933592 
0.00038962 1446344708.9433055 -2082818281.5245543 1427011949.7884655 213137275.01378942 -78498501.37598543 39650472.91740463 119343191.46277978 -111114412.99174696 -10184133.099272577 670869143.3235623 -395041244.0393447 
0.00039749 -794379173.8622289 512922386.89777625 -756556768.454965 -272367417.60124844 -274964926.99020094 -215748133.70754033 -308779504.0090197 -22036045.555643357 -328902671.2016183 -515116570.9877695 172498185.71103764 
0.00040552 49399783.5024787 -1755242.2670792192 982678415.1446637 -284246709.61633795 -179675755.34520167 -33391647.323484853 -154535541.94161618 -276772855.2140574 166789447.76023006 97224121.44348975 -143425727.54815978 
0.00041371 -998625843.5307293 -507089093.4388309 -3729798689.842608 -588799923.5610746 -286405602.5535781 -456024975.0107933 -272625395.00052685 -222205760.0535194 -523080403.3450829 -196407902.849841 -351835393.0539016 
0.00042207 -895379437.7707087 -684487306.7357156 2494453609.4529533 -176463989.86289996 -493999992.5576998 -141832243.13633278 -63751693.73242012 -135242242.50527778 113087853.48947576 -277778065.6678006 246320521.85769066 
0.0004306 6904110.920633871 672636924.2350972 -373653014.6635111 303310945.3989731 539436753.6423886 -30052296.261889346 126089715.35825798 367678645.20277476 25356338.724900108 389004179.0551334 -192685090.51740855 
0.00043929 -359362163.85679924 -1910062907.564235 -1377514069.4637263 -1098718990.093281 -1105281815.9264276 -384381742.4735685 -646715597.542507 -872666544.6793287 -340038341.51222914 -716674609.3153973 -117119627.00920309 
0.00044817 -887512726.7492948 -139550801.5526764 -347454221.63884753 25906273.244832892 462617656.9224129 -22964950.267727282 252050432.28498974 411549192.95014435 -59156559.80348422 456355206.7399276 33855655.68051759 
0.00045722 183838.03970382642 348205067.2574246 616463827.3113462 936654396.0345378 -708972069.8604105 -395591156.3568593 -662806264.9608128 -336399275.46877205 -171123511.96138057 -399709602.68583345 -347571413.46547836 
0.00046646 -1134914446.3037574 -535175799.4302455 -601488709.347303 -3154178700.0679226 -2368215.3522209674 183844097.15613165 409369975.9802218 -98674450.97393727 205802580.23032248 17224395.868110422 87958205.76126821 
0.00047588 -1562990743.9605663 -2216791475.66696 -1865954960.5062697 2699524035.747186 -366511176.9530764 -704742280.3603569 -664348581.4622041 -231872772.43534258 -550897339.312494 -211826669.78340963 -60229229.97342121 
0.0004855 3127460051.4589186 1521744769.5514183 1285365743.1660254 -1747067903.0331676 189485547.6420924 427871421.9557586 316935481.54777455 90832845.53020282 279165990.0166403 -26299160.31629591 -118889954.05852938 
0.0004953 -3782019773.9991837 -1088484550.8679962 -197312258.48305082 -128898383.9278655 -714612102.3679986 -670169302.3600802 -290933874.2464018 -354481585.7515318 -447436070.3855248 -158011787.22723186 -137285841.71806848 
0.00050531 -282349786.8028327 -132789962.17516832 -2102748995.3680775 381424390.90885305 -107256754.78163514 5265001.044493492 -411964623.4505521 -127275741.57976708 30596975.122293264 35254292.97715066 26759837.783721484 
0.00051552 1301540104.7491884 592625086.7151772 2680092182.4881396 -1936378214.1816144 85843976.56808762 -72783618.09080906 273036878.18497527 80583251.23743317 16758705.500572525 -125593753.90864372 -182418326.9675214 
0.00052593 -2666719319.582901 -3161058411.233786 -2991238205.047483 1239737919.5117297 -661656094.154721 -385458007.8524759 -566981107.2790964 -367935928.6005675 -380012754.21150005 -223555060.31372446 -56267202.25963215 
0.00053656 2013324451.6686394 2460938440.131031 1167531381.603041 -251827982.73378757 341337240.409198 2660041.5846818895 286171272.72879714 136076099.13101122 291783808.12092924 85235657.47691357 47390739.911713995 
0.00054739 -3224761943.144247 -2217964113.7664137 -1618819165.2766404 -642323171.1824306 -538720880.8961211 -209208151.7699082 -446707887.30501497 -312884326.9151559 -507132036.2801249 -212209539.33976114 -296687101.79480803 
0.00055845 2314982125.5086837 1111554070.3165822 1664056315.5441525 -612190364.7304946 -525193166.897939 -313996573.5332535 -136105389.92673975 -21563986.1055668 205827913.87969434 41855939.937746845 -6084704.492449607 
0.00056973 -2775940387.6532054 -1017285340.6634363 -2505590752.8701606 812016090.4856222 270334165.26862097 94742106.50073694 6709337.7026920235 -191918408.87689865 -391375912.2298609 -273227848.811852 31898123.911447536 
0.00058124 995116739.2303767 -1838772502.5995116 458049963.38031304 -1118039211.7160008 106649822.34817657 -618325488.0168763 -436822016.1561902 -226240660.43309715 -20986488.09684313 -51925754.541673526 -234382126.2950364 
0.00059299 -1435791295.6561494 2454315165.282995 890122460.7734876 -189978749.2498257 -792775237.4393623 359765831.1739501 263553956.37437716 132991642.91268858 105511307.66001728 -13461950.482446466 66803112.703630425 
0.00060496 -707126225.5857509 -2490688112.8558335 -1667996623.3081944 -59826417.96847005 154077728.35134375 -695923310.6670281 -587223247.4256245 -359879476.3820151 -430710252.4861512 -142297281.25660208 -264197447.69333592 
0.00061719 1097116693.9263 -367055940.13975716 -91219070.49576503 -606125591.608644 -1214544907.6450799 277641744.7703307 201350027.2926487 29633124.154411804 178662704.76756 -62429732.70820179 105167552.8655944 
0.00062965 -2231884612.109051 50490656.77415824 -627254229.8798077 -32401919.02430114 1429415193.315215 -420399760.4049986 -231063023.59606352 -179743616.43428 -238211006.16539875 -115989136.33499293 -218455240.81088567 
0.00064237 1214013672.5209866 576319680.7135828 1066782623.550202 -158929555.80450904 -1945706828.197956 -158738061.2446435 -227662574.68386397 -82278852.24876393 -149163191.01877695 -47486367.092761524 -28600527.13440334 
0.00065535 -1657137156.3324122 -1939708763.4459336 -1465117341.9651864 -167613286.88002843 1555769471.3812888 -62518323.312103435 -117351492.06533922 -217565907.04703853 -38757522.57871906 -232477899.77138543 -60145657.12240208 
0.00066859 -565102359.6480609 641321209.7887033 -68510698.44886638 39143880.6449175 -1881229217.5010726 -293441353.4055202 -142647892.7713057 -77587341.52117875 -170688567.83079746 121931277.43105984 -98693483.66467999 
0.0006821 331211374.3643644 -1155142954.2626905 -356117174.4923509 -1386115821.368315 1038774033.5466163 -216506295.8749169 -157573246.37784806 -110180947.67180106 -11577524.047941498 -310387506.14255214 -109367752.00894687 
0.00069588 -923892754.8289102 300323575.27766365 -465880626.71241814 977598804.3087308 -553323803.435623 420899011.88786095 -24914166.21692563 -81587962.82098289 -154228619.46369752 109763627.0777204 3241837.4414915526 
0.00070993 139134571.15702716 -456041541.8471522 361941303.08662367 -653925612.2319359 -247263571.59999317 -922393311.9272213 -186795871.9010868 -128971916.60306655 -28123467.420442704 -161734223.1885651 -98356215.03256553 
0.00072427 -1905166556.6736004 -621314061.398081 -1209258904.4051676 -702801275.1372672 -779811515.1456785 309635739.54230464 -329351143.6128508 -224500892.7783299 -265642278.4786982 -222864627.05088955 -176103626.70727435 
0.00073891 1444343270.0842907 60209976.07745262 731617336.3697828 670352918.7706524 705752824.9573613 -662040546.8396906 134013655.0224309 -28503871.48810819 63705063.94428121 122439054.47534323 82553766.33681509 
0.00075383 -2093677102.3221533 -696752073.8525571 -1196941897.4418113 -795712478.7743403 -926697272.786878 43914415.27900785 -320528387.4332911 -118199303.09638247 -220802428.30151758 -194308155.27705163 -205131592.1169947 
0.00076906 487454022.21464795 -630844499.6349593 32992192.93912123 -535085397.7898047 156890299.07368857 -142514466.5057782 -125246414.7018126 -177993535.81424353 -64416811.17512814 -116068188.36525604 -79218713.17460205 
0.0007846 -919263275.8271351 47223057.049258724 -226784446.86026248 48849764.51722814 117248047.95034751 -59429929.97090523 -129865550.43470006 -61850631.52014298 -104537613.0374249 -70170653.66724467 549690.7422726126 
0.00080045 -205680168.22150856 -132576025.86048529 -329777636.95734257 34512758.587817445 -778063776.8232905 -172009343.5777274 -9542613.035038246 -173127901.0246397 -65456299.28197982 -47967279.62760215 -170102345.91326725 
0.00081662 -5756666.123997066 -735917371.5708289 -152515578.7443741 -917143697.6002665 146260660.3592812 -88645797.42089419 -478593749.6191358 -37251483.60149402 -114181283.82407165 -94794769.8734619 64202624.51048379 
0.00083311 -1397997006.7653964 -306304762.45154065 -656759684.1509047 702126684.467256 -268078090.23447636 -260727304.9980441 636504830.5509254 -200530818.98995468 -152711771.99704966 -131347789.42228726 -220154769.69314894 
0.00084994 343718547.9872579 -359088217.43480134 238576569.77218804 -1204546899.8448763 -195558931.1668399 -191045484.02303135 -1400606730.1075575 -71386174.98200263 -58694677.46628683 -7233046.94258223 -12287482.724134676 
0.00086711 -813257460.9174746 -436192303.08420455 -630027073.1452696 649116244.163734 -11184542.920895766 -221284507.30086645 1058200594.9424756 -166235742.8526393 -144136316.0687511 -222925700.81950492 -101469285.96989284 
0.00088463 -557840106.6473131 -530064041.768266 -472285342.4894418 -1095188775.3996336 -1067578100.5699158 -361809739.8906697 -814229684.7070239 -69790013.08492664 -31193730.55400348 -1860895.0934743665 -55744297.39628093 
0.0009025 -235111180.10488757 69137286.57441713 -86570497.94810347 221423819.0032677 1132635739.83604 307337129.54840046 317235116.1599891 -124476392.70088358 -168501769.49226823 -50434444.873494335 -122100943.02568248 
0.00092073 -425435391.4016402 -794838239.6059526 -244897607.6359773 177415449.81224838 -1239874875.2351007 -564504729.5524392 -619909729.4929726 -144904464.58714643 -41817012.0454808 -190024991.03318146 6399228.659989729 
0.00093933 -504975441.9870842 -143193321.68353796 -347589050.3793081 -1275426051.998996 388538029.96409583 247599471.59825727 60602633.49021882 -137050708.98947465 -163565392.41622654 -39494909.18512964 -169859172.2894109 
0.00095831 -463198182.1208973 -509427592.9077982 -99267688.64080413 886603008.9976827 -470398312.6168849 -572345152.7014117 -116033468.92226188 -93435848.62763132 -81761400.11473227 -70188111.93922284 -21169658.265329026 
0.00097767 -382768412.3892024 410526874.9056948 -882053940.9184238 -1217060488.8520994 -256918372.47577065 286725986.559931 -55281538.783880554 -228496602.0838568 -81407153.10150394 -72100186.43240201 -77043224.20611194 
0.00099742 -1138203157.8670871 -1682699065.9066179 166252362.4819816 22116871.18645343 -405200416.9776043 -878048373.9750034 -269570618.57903063 4579128.077484129 -257616685.01616973 -276582939.680987 -233548571.52952576 
0.0010176 1321220179.2062037 1072570519.6805335 22563309.931666072 700759364.8226373 622576850.8864301 651026262.860824 -107026561.49350695 36163209.2916597 287283135.44172645 296609436.88245237 250504471.04437408 
0.0010381 -1886102788.5077996 -1544784317.8352418 -1013053893.1970787 -1593118085.6176336 -750397929.9059346 -625653346.2593362 -143299558.5634942 -234345677.9594068 -506644418.3453704 -462021356.7056032 -346731742.2349727 
0.0010591 -505150887.58143437 313230227.7084463 232156222.96611655 668118167.3274815 -296615532.44061327 -386033624.74864954 -125563371.65378232 -170966956.57300517 59490021.90011987 59848866.12923779 -22290728.993374407 
0.0010805 932787044.1418303 -411574811.4764685 -387502604.50252086 -610003659.2325696 177345738.61183095 471650946.8123295 39251177.27477943 -153162246.92824322 33096428.71226838 22823029.943645943 36780734.675493404 
0.0011023 -2174500450.329133 -587766164.2065831 -391198659.6868421 -314898331.4586288 -789277880.0981671 -546404877.284886 -598668949.9706843 -228078137.58369046 -405495944.9021303 -332093708.9477584 -241883984.59509784 
0.0011246 748248939.8539497 -117722380.29100855 -66384154.35327025 9851267.48774203 695772582.6883703 -209390453.75680804 458768956.2719636 177348579.4825949 262516489.6633275 141638216.05298597 58444787.011399165 
0.0011473 -945315329.7565391 -637170874.8147092 -856287510.9560922 -413723966.7516659 -1121653520.163075 -74172964.56003608 -546772498.5668559 -207567389.15420526 -582416468.5475299 -264559730.56913394 -202435265.78939095 
0.0011705 86485081.64577939 102448173.14130186 570573703.4942446 -12772553.774167998 590044056.8776304 -81098156.13875099 10603999.471815256 -147748152.81919724 418310063.63350105 93553394.45693617 80876514.5672711 
0.0011941 -546713443.2631127 -188570680.2341208 -585361082.8446637 -136990584.78379908 -401714204.15389997 171674507.15818003 68252716.99607846 -27210853.97982526 -250697163.0381827 -123968223.66182104 -84612851.41107312 
0.0012182 -1579935328.1045218 -1643186319.3665516 -872330919.3642021 -920360548.5863177 -843584587.2861845 -1121056304.0989168 -783950971.6593072 -452346260.70499533 -498435388.61094946 -339332022.46041405 -346135235.99464667 
0.0012429 912374312.8975902 772054887.154012 288276833.77347076 546596383.867022 468869607.5537722 532448486.8491642 501055625.9308565 238787936.26393452 414521380.5684999 183299279.91760087 186881028.10395813 
0.001268 -997622717.069901 -721734498.4123231 -412729157.65409756 -754314047.7462909 -224545356.16038203 -184505937.45118228 -588310537.4551762 -224790705.66202375 -383235064.8018888 -182907596.56435907 -149169300.4535433 
0.0012936 -28834597.156374086 212354553.41624522 57278620.32948194 307128778.13025016 -219560311.37100115 -188812219.17072377 522237419.7124454 69007219.38697876 192370016.59146848 15511292.30094994 -4185660.732396638 
0.0013197 -937190917.088795 -1034802931.5979822 -1043499419.9409885 -738367382.3696551 -403134246.5899688 -326821647.4668413 -972374444.5502809 -606832159.4765682 -372453894.80894756 -293195241.2115899 -225546314.8858469 
0.0013464 -231541621.60582265 -158642394.51373512 172454919.4678479 -30639231.98474031 -38703466.421667114 64752193.06358918 384700763.59494007 194628088.87216803 -214452727.92247358 177033370.95540935 21603517.062004834 
0.0013736 75924289.45635988 92405868.55964473 119107723.62505092 -153080104.44525123 44906011.410651214 -233479612.15130126 -47726698.25506116 173621400.20775837 444033994.40011984 -362183458.3271828 -37047714.91563627 
